brand,category,region,bundle_id,date,wave,raw_value,pivot_raw_value,rescaled_value
Mac,kitchen_knives,US,1,2026-05-12,t2,89,0,
Wüsthof,kitchen_knives,US,1,2026-05-13,t2,0,0,100.0
Shun,kitchen_knives,US,1,2026-05-13,t2,1,0,
Global,kitchen_knives,US,1,2026-05-13,t2,47,0,
Miyabi,kitchen_knives,US,1,2026-05-13,t2,0,0,
Mac,kitchen_knives,US,1,2026-05-13,t2,95,0,
Wüsthof,kitchen_knives,US,1,2026-05-14,t2,0,0,100.0
Shun,kitchen_knives,US,1,2026-05-14,t2,1,0,
Global,kitchen_knives,US,1,2026-05-14,t2,44,0,
Miyabi,kitchen_knives,US,1,2026-05-14,t2,0,0,
Mac,kitchen_knives,US,1,2026-05-14,t2,100,0,
Wüsthof,kitchen_knives,US,1,2026-05-15,t2,0,0,100.0
Shun,kitchen_knives,US,1,2026-05-15,t2,1,0,
Global,kitchen_knives,US,1,2026-05-15,t2,44,0,
Miyabi,kitchen_knives,US,1,2026-05-15,t2,0,0,
Mac,kitchen_knives,US,1,2026-05-15,t2,86,0,
Wüsthof,kitchen_knives,US,1,2026-05-16,t2,0,0,100.0
Shun,kitchen_knives,US,1,2026-05-16,t2,1,0,
Global,kitchen_knives,US,1,2026-05-16,t2,31,0,
Miyabi,kitchen_knives,US,1,2026-05-16,t2,1,0,
Mac,kitchen_knives,US,1,2026-05-16,t2,83,0,
Tojiro,kitchen_knives,US,2,2026-05-03,t1,55,47,117.02
Yoshihiro,kitchen_knives,US,2,2026-05-03,t1,70,47,148.94
Zwilling J.A. Henckels,kitchen_knives,US,2,2026-05-03,t1,30,47,63.83
Messermeister,kitchen_knives,US,2,2026-05-03,t1,35,47,74.47
Tojiro,kitchen_knives,US,2,2026-05-04,t1,52,46,113.04
Yoshihiro,kitchen_knives,US,2,2026-05-04,t1,83,46,180.43
Zwilling J.A. Henckels,kitchen_knives,US,2,2026-05-04,t1,19,46,41.3
Messermeister,kitchen_knives,US,2,2026-05-04,t1,23,46,50.0
Tojiro,kitchen_knives,US,2,2026-05-05,t1,52,41,126.83
Yoshihiro,kitchen_knives,US,2,2026-05-05,t1,68,41,165.85
Zwilling J.A. Henckels,kitchen_knives,US,2,2026-05-05,t1,22,41,53.66
Messermeister,kitchen_knives,US,2,2026-05-05,t1,22,41,53.66
Tojiro,kitchen_knives,US,2,2026-05-06,t1,58,46,126.09
Yoshihiro,kitchen_knives,US,2,2026-05-06,t1,77,46,167.39
Zwilling J.A. Henckels,kitchen_knives,US,2,2026-05-06,t1,22,46,47.83
Messermeister,kitchen_knives,US,2,2026-05-06,t1,42,46,91.3
Tojiro,kitchen_knives,US,2,2026-05-07,t1,60,50,120.0
Yoshihiro,kitchen_knives,US,2,2026-05-07,t1,78,50,156.0
Zwilling J.A. Henckels,kitchen_knives,US,2,2026-05-07,t1,27,50,54.0
Messermeister,kitchen_knives,US,2,2026-05-07,t1,30,50,60.0
Tojiro,kitchen_knives,US,2,2026-05-08,t1,62,44,140.91
Yoshihiro,kitchen_knives,US,2,2026-05-08,t1,71,44,161.36
Zwilling J.A. Henckels,kitchen_knives,US,2,2026-05-08,t1,31,44,70.45
Messermeister,kitchen_knives,US,2,2026-05-08,t1,35,44,79.55
Tojiro,kitchen_knives,US,2,2026-05-09,t1,70,52,134.62
Yoshihiro,kitchen_knives,US,2,2026-05-09,t1,95,52,182.69
Zwilling J.A. Henckels,kitchen_knives,US,2,2026-05-09,t1,31,52,59.62
Messermeister,kitchen_knives,US,2,2026-05-09,t1,47,52,90.38
Tojiro,kitchen_knives,US,2,2026-05-10,t2,73,56,130.36
Yoshihiro,kitchen_knives,US,2,2026-05-10,t2,100,56,178.57
Zwilling J.A. Henckels,kitchen_knives,US,2,2026-05-10,t2,32,56,57.14
Messermeister,kitchen_knives,US,2,2026-05-10,t2,44,56,78.57
Tojiro,kitchen_knives,US,2,2026-05-11,t2,61,36,169.44
Yoshihiro,kitchen_knives,US,2,2026-05-11,t2,75,36,208.33
Zwilling J.A. Henckels,kitchen_knives,US,2,2026-05-11,t2,30,36,83.33
Messermeister,kitchen_knives,US,2,2026-05-11,t2,35,36,97.22
Tojiro,kitchen_knives,US,2,2026-05-12,t2,59,37,159.46
Yoshihiro,kitchen_knives,US,2,2026-05-12,t2,75,37,202.7
Zwilling J.A. Henckels,kitchen_knives,US,2,2026-05-12,t2,25,37,67.57
Messermeister,kitchen_knives,US,2,2026-05-12,t2,26,37,70.27
Tojiro,kitchen_knives,US,2,2026-05-13,t2,75,63,119.05
Yoshihiro,kitchen_knives,US,2,2026-05-13,t2,73,63,115.87
Zwilling J.A. Henckels,kitchen_knives,US,2,2026-05-13,t2,37,63,58.73
Messermeister,kitchen_knives,US,2,2026-05-13,t2,60,63,95.24
Tojiro,kitchen_knives,US,2,2026-05-14,t2,75,58,129.31
Yoshihiro,kitchen_knives,US,2,2026-05-14,t2,87,58,150.0
Zwilling J.A. Henckels,kitchen_knives,US,2,2026-05-14,t2,29,58,50.0
Messermeister,kitchen_knives,US,2,2026-05-14,t2,47,58,81.03
Tojiro,kitchen_knives,US,2,2026-05-15,t2,57,38,150.0
Yoshihiro,kitchen_knives,US,2,2026-05-15,t2,91,38,239.47
Zwilling J.A. Henckels,kitchen_knives,US,2,2026-05-15,t2,30,38,78.95
Messermeister,kitchen_knives,US,2,2026-05-15,t2,28,38,73.68
Tojiro,kitchen_knives,US,2,2026-05-16,t2,69,53,130.19
Yoshihiro,kitchen_knives,US,2,2026-05-16,t2,86,53,162.26
Zwilling J.A. Henckels,kitchen_knives,US,2,2026-05-16,t2,31,53,58.49
Messermeister,kitchen_knives,US,2,2026-05-16,t2,25,53,47.17
Güde,kitchen_knives,US,3,2026-05-03,t1,0,50,0.0
Friedr. Dick,kitchen_knives,US,3,2026-05-03,t1,0,50,0.0
Sabatier,kitchen_knives,US,3,2026-05-03,t1,71,50,142.0
Opinel,kitchen_knives,US,3,2026-05-03,t1,78,50,156.0
Güde,kitchen_knives,US,3,2026-05-04,t1,0,48,0.0
Friedr. Dick,kitchen_knives,US,3,2026-05-04,t1,0,48,0.0
Sabatier,kitchen_knives,US,3,2026-05-04,t1,72,48,150.0
Opinel,kitchen_knives,US,3,2026-05-04,t1,57,48,118.75
Güde,kitchen_knives,US,3,2026-05-05,t1,0,43,0.0
Friedr. Dick,kitchen_knives,US,3,2026-05-05,t1,0,43,0.0
Sabatier,kitchen_knives,US,3,2026-05-05,t1,59,43,137.21
Opinel,kitchen_knives,US,3,2026-05-05,t1,63,43,146.51
Güde,kitchen_knives,US,3,2026-05-06,t1,0,48,0.0
Friedr. Dick,kitchen_knives,US,3,2026-05-06,t1,0,48,0.0
Sabatier,kitchen_knives,US,3,2026-05-06,t1,55,48,114.58
Opinel,kitchen_knives,US,3,2026-05-06,t1,66,48,137.5
Güde,kitchen_knives,US,3,2026-05-07,t1,0,53,0.0
Friedr. Dick,kitchen_knives,US,3,2026-05-07,t1,0,53,0.0
Sabatier,kitchen_knives,US,3,2026-05-07,t1,56,53,105.66
Opinel,kitchen_knives,US,3,2026-05-07,t1,86,53,162.26
Güde,kitchen_knives,US,3,2026-05-08,t1,0,46,0.0
Friedr. Dick,kitchen_knives,US,3,2026-05-08,t1,0,46,0.0
Sabatier,kitchen_knives,US,3,2026-05-08,t1,52,46,113.04
Opinel,kitchen_knives,US,3,2026-05-08,t1,72,46,156.52
Güde,kitchen_knives,US,3,2026-05-09,t1,0,54,0.0
Friedr. Dick,kitchen_knives,US,3,2026-05-09,t1,0,54,0.0
Sabatier,kitchen_knives,US,3,2026-05-09,t1,66,54,122.22
Opinel,kitchen_knives,US,3,2026-05-09,t1,82,54,151.85
Güde,kitchen_knives,US,3,2026-05-10,t2,0,58,0.0
Friedr. Dick,kitchen_knives,US,3,2026-05-10,t2,0,58,0.0
Sabatier,kitchen_knives,US,3,2026-05-10,t2,69,58,118.97
Opinel,kitchen_knives,US,3,2026-05-10,t2,100,58,172.41
Güde,kitchen_knives,US,3,2026-05-11,t2,0,37,0.0
Friedr. Dick,kitchen_knives,US,3,2026-05-11,t2,0,37,0.0
Sabatier,kitchen_knives,US,3,2026-05-11,t2,62,37,167.57
Opinel,kitchen_knives,US,3,2026-05-11,t2,79,37,213.51
Güde,kitchen_knives,US,3,2026-05-12,t2,0,38,0.0
Friedr. Dick,kitchen_knives,US,3,2026-05-12,t2,0,38,0.0
Sabatier,kitchen_knives,US,3,2026-05-12,t2,52,38,136.84
Opinel,kitchen_knives,US,3,2026-05-12,t2,69,38,181.58
Güde,kitchen_knives,US,3,2026-05-13,t2,0,66,0.0
Friedr. Dick,kitchen_knives,US,3,2026-05-13,t2,0,66,0.0
Sabatier,kitchen_knives,US,3,2026-05-13,t2,54,66,81.82
Opinel,kitchen_knives,US,3,2026-05-13,t2,76,66,115.15
Güde,kitchen_knives,US,3,2026-05-14,t2,0,61,0.0
Friedr. Dick,kitchen_knives,US,3,2026-05-14,t2,0,61,0.0
Sabatier,kitchen_knives,US,3,2026-05-14,t2,54,61,88.52
Opinel,kitchen_knives,US,3,2026-05-14,t2,77,61,126.23
Güde,kitchen_knives,US,3,2026-05-15,t2,0,40,0.0
Friedr. Dick,kitchen_knives,US,3,2026-05-15,t2,0,40,0.0
Sabatier,kitchen_knives,US,3,2026-05-15,t2,60,40,150.0
Opinel,kitchen_knives,US,3,2026-05-15,t2,76,40,190.0
Güde,kitchen_knives,US,3,2026-05-16,t2,0,55,0.0
Friedr. Dick,kitchen_knives,US,3,2026-05-16,t2,0,55,0.0
Sabatier,kitchen_knives,US,3,2026-05-16,t2,59,55,107.27
Opinel,kitchen_knives,US,3,2026-05-16,t2,83,55,150.91
Laguiole,kitchen_knives,US,4,2026-05-03,t1,19,9,211.11
Au Nain,kitchen_knives,US,4,2026-05-03,t1,0,9,0.0
Cutco,kitchen_knives,US,4,2026-05-03,t1,95,9,1055.56
Dalstrong,kitchen_knives,US,4,2026-05-03,t1,17,9,188.89
Laguiole,kitchen_knives,US,4,2026-05-04,t1,16,9,177.78
Au Nain,kitchen_knives,US,4,2026-05-04,t1,0,9,0.0
Cutco,kitchen_knives,US,4,2026-05-04,t1,84,9,933.33
Dalstrong,kitchen_knives,US,4,2026-05-04,t1,13,9,144.44
Laguiole,kitchen_knives,US,4,2026-05-05,t1,11,9,122.22
Au Nain,kitchen_knives,US,4,2026-05-05,t1,0,9,0.0
Cutco,kitchen_knives,US,4,2026-05-05,t1,81,9,900.0
Dalstrong,kitchen_knives,US,4,2026-05-05,t1,11,9,122.22
Laguiole,kitchen_knives,US,4,2026-05-06,t1,12,9,133.33
Au Nain,kitchen_knives,US,4,2026-05-06,t1,0,9,0.0
Cutco,kitchen_knives,US,4,2026-05-06,t1,82,9,911.11
Dalstrong,kitchen_knives,US,4,2026-05-06,t1,15,9,166.67
Laguiole,kitchen_knives,US,4,2026-05-07,t1,16,11,145.45
Au Nain,kitchen_knives,US,4,2026-05-07,t1,0,11,0.0
Cutco,kitchen_knives,US,4,2026-05-07,t1,81,11,736.36
Dalstrong,kitchen_knives,US,4,2026-05-07,t1,15,11,136.36
Laguiole,kitchen_knives,US,4,2026-05-08,t1,15,9,166.67
Au Nain,kitchen_knives,US,4,2026-05-08,t1,0,9,0.0
Cutco,kitchen_knives,US,4,2026-05-08,t1,84,9,933.33
Dalstrong,kitchen_knives,US,4,2026-05-08,t1,15,9,166.67
Laguiole,kitchen_knives,US,4,2026-05-09,t1,19,11,172.73
Au Nain,kitchen_knives,US,4,2026-05-09,t1,0,11,0.0
Cutco,kitchen_knives,US,4,2026-05-09,t1,98,11,890.91
Dalstrong,kitchen_knives,US,4,2026-05-09,t1,17,11,154.55
Laguiole,kitchen_knives,US,4,2026-05-10,t2,19,12,158.33
Au Nain,kitchen_knives,US,4,2026-05-10,t2,0,12,0.0
Cutco,kitchen_knives,US,4,2026-05-10,t2,97,12,808.33
Dalstrong,kitchen_knives,US,4,2026-05-10,t2,15,12,125.0
Laguiole,kitchen_knives,US,4,2026-05-11,t2,15,8,187.5
Au Nain,kitchen_knives,US,4,2026-05-11,t2,0,8,0.0
Cutco,kitchen_knives,US,4,2026-05-11,t2,96,8,1200.0
Dalstrong,kitchen_knives,US,4,2026-05-11,t2,13,8,162.5
Laguiole,kitchen_knives,US,4,2026-05-12,t2,13,8,162.5
Au Nain,kitchen_knives,US,4,2026-05-12,t2,0,8,0.0
Cutco,kitchen_knives,US,4,2026-05-12,t2,96,8,1200.0
Dalstrong,kitchen_knives,US,4,2026-05-12,t2,15,8,187.5
Laguiole,kitchen_knives,US,4,2026-05-13,t2,16,13,123.08
Au Nain,kitchen_knives,US,4,2026-05-13,t2,0,13,0.0
Cutco,kitchen_knives,US,4,2026-05-13,t2,89,13,684.62
Dalstrong,kitchen_knives,US,4,2026-05-13,t2,18,13,138.46
Laguiole,kitchen_knives,US,4,2026-05-14,t2,19,12,158.33
Au Nain,kitchen_knives,US,4,2026-05-14,t2,0,12,0.0
Cutco,kitchen_knives,US,4,2026-05-14,t2,94,12,783.33
Dalstrong,kitchen_knives,US,4,2026-05-14,t2,17,12,141.67
Laguiole,kitchen_knives,US,4,2026-05-15,t2,14,8,175.0
Au Nain,kitchen_knives,US,4,2026-05-15,t2,0,8,0.0
Cutco,kitchen_knives,US,4,2026-05-15,t2,100,8,1250.0
Dalstrong,kitchen_knives,US,4,2026-05-15,t2,13,8,162.5
Laguiole,kitchen_knives,US,4,2026-05-16,t2,15,11,136.36
Au Nain,kitchen_knives,US,4,2026-05-16,t2,0,11,0.0
Cutco,kitchen_knives,US,4,2026-05-16,t2,100,11,909.09
Dalstrong,kitchen_knives,US,4,2026-05-16,t2,16,11,145.45
Misen,kitchen_knives,US,5,2026-05-03,t1,0,0,
New West KnifeWorks,kitchen_knives,US,5,2026-05-03,t1,0,0,
Made In,kitchen_knives,US,5,2026-05-03,t1,82,0,
Misen,kitchen_knives,US,5,2026-05-04,t1,0,0,
New West KnifeWorks,kitchen_knives,US,5,2026-05-04,t1,0,0,
Made In,kitchen_knives,US,5,2026-05-04,t1,93,0,
Misen,kitchen_knives,US,5,2026-05-05,t1,0,0,
New West KnifeWorks,kitchen_knives,US,5,2026-05-05,t1,0,0,
Made In,kitchen_knives,US,5,2026-05-05,t1,99,0,
Misen,kitchen_knives,US,5,2026-05-06,t1,0,0,
New West KnifeWorks,kitchen_knives,US,5,2026-05-06,t1,0,0,
Made In,kitchen_knives,US,5,2026-05-06,t1,100,0,
Misen,kitchen_knives,US,5,2026-05-07,t1,1,0,
New West KnifeWorks,kitchen_knives,US,5,2026-05-07,t1,0,0,
Made In,kitchen_knives,US,5,2026-05-07,t1,99,0,
Misen,kitchen_knives,US,5,2026-05-08,t1,0,0,
New West KnifeWorks,kitchen_knives,US,5,2026-05-08,t1,0,0,
Made In,kitchen_knives,US,5,2026-05-08,t1,90,0,
Misen,kitchen_knives,US,5,2026-05-09,t1,0,0,
New West KnifeWorks,kitchen_knives,US,5,2026-05-09,t1,0,0,
Made In,kitchen_knives,US,5,2026-05-09,t1,79,0,
Misen,kitchen_knives,US,5,2026-05-10,t2,0,0,
New West KnifeWorks,kitchen_knives,US,5,2026-05-10,t2,0,0,
Made In,kitchen_knives,US,5,2026-05-10,t2,82,0,
Misen,kitchen_knives,US,5,2026-05-11,t2,0,0,
New West KnifeWorks,kitchen_knives,US,5,2026-05-11,t2,0,0,
Made In,kitchen_knives,US,5,2026-05-11,t2,98,0,
Misen,kitchen_knives,US,5,2026-05-12,t2,0,0,
New West KnifeWorks,kitchen_knives,US,5,2026-05-12,t2,0,0,
Made In,kitchen_knives,US,5,2026-05-12,t2,93,0,
Misen,kitchen_knives,US,5,2026-05-13,t2,0,0,
New West KnifeWorks,kitchen_knives,US,5,2026-05-13,t2,0,0,
Made In,kitchen_knives,US,5,2026-05-13,t2,96,0,
Misen,kitchen_knives,US,5,2026-05-14,t2,0,0,
New West KnifeWorks,kitchen_knives,US,5,2026-05-14,t2,0,0,
Made In,kitchen_knives,US,5,2026-05-14,t2,94,0,
Misen,kitchen_knives,US,5,2026-05-15,t2,0,0,
New West KnifeWorks,kitchen_knives,US,5,2026-05-15,t2,0,0,
Made In,kitchen_knives,US,5,2026-05-15,t2,86,0,
Misen,kitchen_knives,US,5,2026-05-16,t2,0,0,
New West KnifeWorks,kitchen_knives,US,5,2026-05-16,t2,0,0,
Made In,kitchen_knives,US,5,2026-05-16,t2,75,0,
Sunlong,kitchen_knives,US,6,2026-05-03,t1,0,18,0.0
ZHEN,kitchen_knives,US,6,2026-05-03,t1,78,18,433.33
Hengtai,kitchen_knives,US,6,2026-05-03,t1,0,18,0.0
Sunlong,kitchen_knives,US,6,2026-05-04,t1,0,18,0.0
ZHEN,kitchen_knives,US,6,2026-05-04,t1,93,18,516.67
Hengtai,kitchen_knives,US,6,2026-05-04,t1,0,18,0.0
Sunlong,kitchen_knives,US,6,2026-05-05,t1,0,16,0.0
ZHEN,kitchen_knives,US,6,2026-05-05,t1,92,16,575.0
Hengtai,kitchen_knives,US,6,2026-05-05,t1,3,16,18.75
Sunlong,kitchen_knives,US,6,2026-05-06,t1,0,18,0.0
ZHEN,kitchen_knives,US,6,2026-05-06,t1,89,18,494.44
Hengtai,kitchen_knives,US,6,2026-05-06,t1,0,18,0.0
Sunlong,kitchen_knives,US,6,2026-05-07,t1,0,19,0.0
ZHEN,kitchen_knives,US,6,2026-05-07,t1,88,19,463.16
Hengtai,kitchen_knives,US,6,2026-05-07,t1,0,19,0.0
Sunlong,kitchen_knives,US,6,2026-05-08,t1,0,17,0.0
ZHEN,kitchen_knives,US,6,2026-05-08,t1,100,17,588.24
Hengtai,kitchen_knives,US,6,2026-05-08,t1,0,17,0.0
Sunlong,kitchen_knives,US,6,2026-05-09,t1,0,20,0.0
ZHEN,kitchen_knives,US,6,2026-05-09,t1,86,20,430.0
Hengtai,kitchen_knives,US,6,2026-05-09,t1,0,20,0.0
Sunlong,kitchen_knives,US,6,2026-05-10,t2,0,22,0.0
ZHEN,kitchen_knives,US,6,2026-05-10,t2,83,22,377.27
Hengtai,kitchen_knives,US,6,2026-05-10,t2,0,22,0.0
Sunlong,kitchen_knives,US,6,2026-05-11,t2,0,14,0.0
ZHEN,kitchen_knives,US,6,2026-05-11,t2,91,14,650.0
Hengtai,kitchen_knives,US,6,2026-05-11,t2,0,14,0.0
Sunlong,kitchen_knives,US,6,2026-05-12,t2,0,14,0.0
ZHEN,kitchen_knives,US,6,2026-05-12,t2,91,14,650.0
Hengtai,kitchen_knives,US,6,2026-05-12,t2,0,14,0.0
Sunlong,kitchen_knives,US,6,2026-05-13,t2,0,25,0.0
ZHEN,kitchen_knives,US,6,2026-05-13,t2,83,25,332.0
Hengtai,kitchen_knives,US,6,2026-05-13,t2,0,25,0.0
Sunlong,kitchen_knives,US,6,2026-05-14,t2,0,22,0.0
ZHEN,kitchen_knives,US,6,2026-05-14,t2,88,22,400.0
Hengtai,kitchen_knives,US,6,2026-05-14,t2,0,22,0.0
Sunlong,kitchen_knives,US,6,2026-05-15,t2,0,15,0.0
ZHEN,kitchen_knives,US,6,2026-05-15,t2,95,15,633.33
Hengtai,kitchen_knives,US,6,2026-05-15,t2,0,15,0.0
Sunlong,kitchen_knives,US,6,2026-05-16,t2,0,20,0.0
ZHEN,kitchen_knives,US,6,2026-05-16,t2,79,20,395.0
Hengtai,kitchen_knives,US,6,2026-05-16,t2,0,20,0.0
