substrate,phase,call_index,alias,returned_model_id,timestamp
v21,A,85,gpt-4o-mini,gpt-4o-mini-2024-07-18,2026-06-10T14:11:26.336972+00:00
v21,A,86,models/gemini-2.5-flash-lite,gemini-2.5-flash-lite,2026-06-10T14:11:27.439439+00:00
v21,A,87,models/gemini-2.5-flash,gemini-2.5-flash,2026-06-10T14:11:28.974629+00:00
v21,A,88,claude-opus-4-5,claude-opus-4-5-20251101,2026-06-10T14:11:28.976314+00:00
v21,A,89,claude-sonnet-4-5,claude-sonnet-4-5-20250929,2026-06-10T14:11:29.010876+00:00
v21,A,90,gpt-4o-mini,gpt-4o-mini-2024-07-18,2026-06-10T14:11:29.595758+00:00
v21,A,91,gpt-4o,gpt-4o-2024-08-06,2026-06-10T14:11:29.599514+00:00
v21,A,92,models/gemini-2.5-flash-lite,gemini-2.5-flash-lite,2026-06-10T14:11:30.203343+00:00
v21,A,93,models/gemini-2.5-flash,gemini-2.5-flash,2026-06-10T14:11:31.333794+00:00
v21,A,94,gpt-4o,gpt-4o-2024-08-06,2026-06-10T14:11:32.048229+00:00
v21,A,95,claude-opus-4-5,claude-opus-4-5-20251101,2026-06-10T14:11:32.176491+00:00
v21,A,96,claude-sonnet-4-5,claude-sonnet-4-5-20250929,2026-06-10T14:11:32.374419+00:00
v21,A,97,gpt-4o-mini,gpt-4o-mini-2024-07-18,2026-06-10T14:11:32.665706+00:00
v21,A,98,models/gemini-2.5-flash-lite,gemini-2.5-flash-lite,2026-06-10T14:11:32.825810+00:00
v21,A,99,models/gemini-2.5-flash,gemini-2.5-flash,2026-06-10T14:11:33.846250+00:00
v21,A,100,claude-opus-4-5,claude-opus-4-5-20251101,2026-06-10T14:11:34.226299+00:00
v21,A,101,gpt-4o,gpt-4o-2024-08-06,2026-06-10T14:11:34.414960+00:00
v21,A,102,claude-opus-4-5,claude-opus-4-5-20251101,2026-06-10T14:11:35.426372+00:00
v21,A,103,gpt-4o-mini,gpt-4o-mini-2024-07-18,2026-06-10T14:11:35.733564+00:00
v21,A,104,models/gemini-2.5-flash-lite,gemini-2.5-flash-lite,2026-06-10T14:11:35.775617+00:00
v21,A,105,models/gemini-2.5-flash,gemini-2.5-flash,2026-06-10T14:11:35.871643+00:00
v21,A,106,gpt-4o,gpt-4o-2024-08-06,2026-06-10T14:11:36.355361+00:00
v21,A,107,claude-opus-4-5,claude-opus-4-5-20251101,2026-06-10T14:11:36.688598+00:00
v21,A,108,claude-opus-4-5,claude-opus-4-5-20251101,2026-06-10T14:11:36.689499+00:00
v21,A,109,models/gemini-2.5-flash-lite,gemini-2.5-flash-lite,2026-06-10T14:11:37.179618+00:00
v21,A,110,gpt-4o-mini,gpt-4o-mini-2024-07-18,2026-06-10T14:11:37.200096+00:00
v21,A,111,claude-sonnet-4-5,claude-sonnet-4-5-20250929,2026-06-10T14:11:37.680942+00:00
v21,A,112,claude-sonnet-4-5,claude-sonnet-4-5-20250929,2026-06-10T14:11:37.707617+00:00
v21,A,113,gpt-4o-mini,gpt-4o-mini-2024-07-18,2026-06-10T14:11:38.254590+00:00
v21,A,114,models/gemini-2.5-flash,gemini-2.5-flash,2026-06-10T14:11:38.274425+00:00
v21,A,115,gpt-4o,gpt-4o-2024-08-06,2026-06-10T14:11:38.276148+00:00
v21,A,116,models/gemini-2.5-flash-lite,gemini-2.5-flash-lite,2026-06-10T14:11:38.734705+00:00
v21,A,117,claude-opus-4-5,claude-opus-4-5-20251101,2026-06-10T14:11:38.738689+00:00
v21,A,118,gpt-4o,gpt-4o-2024-08-06,2026-06-10T14:11:39.730526+00:00
v21,A,119,models/gemini-2.5-flash,gemini-2.5-flash,2026-06-10T14:11:40.344651+00:00
v21,A,120,gpt-4o-mini,gpt-4o-mini-2024-07-18,2026-06-10T14:11:40.959583+00:00
v21,A,121,claude-sonnet-4-5,claude-sonnet-4-5-20250929,2026-06-10T14:11:40.960953+00:00
v21,A,122,models/gemini-2.5-flash-lite,gemini-2.5-flash-lite,2026-06-10T14:11:41.567124+00:00
v21,A,123,models/gemini-2.5-flash,gemini-2.5-flash,2026-06-10T14:11:42.549003+00:00
v21,A,124,claude-sonnet-4-5,claude-sonnet-4-5-20250929,2026-06-10T14:11:42.943724+00:00
v21,A,125,gpt-4o,gpt-4o-2024-08-06,2026-06-10T14:11:43.103434+00:00
v21,A,126,gpt-4o-mini,gpt-4o-mini-2024-07-18,2026-06-10T14:11:43.427838+00:00
v21,A,127,models/gemini-2.5-flash-lite,gemini-2.5-flash-lite,2026-06-10T14:11:43.840703+00:00
v21,A,128,models/gemini-2.5-flash,gemini-2.5-flash,2026-06-10T14:11:44.953186+00:00
v21,A,129,claude-opus-4-5,claude-opus-4-5-20251101,2026-06-10T14:11:44.956965+00:00
v21,A,130,claude-opus-4-5,claude-opus-4-5-20251101,2026-06-10T14:11:44.959098+00:00
v21,A,131,gpt-4o-mini,gpt-4o-mini-2024-07-18,2026-06-10T14:11:45.873337+00:00
v21,A,132,gpt-4o,gpt-4o-2024-08-06,2026-06-10T14:11:45.875249+00:00
v21,A,133,models/gemini-2.5-flash-lite,gemini-2.5-flash-lite,2026-06-10T14:11:46.520704+00:00
v21,A,134,claude-sonnet-4-5,claude-sonnet-4-5-20250929,2026-06-10T14:11:46.703002+00:00
v21,A,135,claude-sonnet-4-5,claude-sonnet-4-5-20250929,2026-06-10T14:11:46.745065+00:00
v21,A,136,gpt-4o,gpt-4o-2024-08-06,2026-06-10T14:11:47.376144+00:00
v21,A,137,models/gemini-2.5-flash,gemini-2.5-flash,2026-06-10T14:11:47.712001+00:00
v21,A,138,gpt-4o-mini,gpt-4o-mini-2024-07-18,2026-06-10T14:11:47.802316+00:00
v21,A,139,models/gemini-2.5-flash-lite,gemini-2.5-flash-lite,2026-06-10T14:11:48.335829+00:00
v21,A,140,claude-opus-4-5,claude-opus-4-5-20251101,2026-06-10T14:11:48.336563+00:00
v21,A,141,models/gemini-2.5-flash,gemini-2.5-flash,2026-06-10T14:11:49.861265+00:00
v21,A,142,claude-sonnet-4-5,claude-sonnet-4-5-20250929,2026-06-10T14:11:50.062292+00:00
v21,A,143,claude-sonnet-4-5,claude-sonnet-4-5-20250929,2026-06-10T14:11:52.706758+00:00
v21,A,144,claude-opus-4-5,claude-opus-4-5-20251101,2026-06-10T14:11:55.212752+00:00
v21,B,1,claude-opus-4-5,claude-opus-4-5-20251101,2026-06-10T14:12:03.999948+00:00
v21,B,2,gpt-4o,gpt-4o-2024-08-06,2026-06-10T14:12:04.611254+00:00
v21,B,3,models/gemini-2.5-flash-lite,gemini-2.5-flash-lite,2026-06-10T14:12:06.207880+00:00
v21,B,4,gpt-4o-mini,gpt-4o-mini-2024-07-18,2026-06-10T14:12:06.765963+00:00
v21,B,5,gpt-4o,gpt-4o-2024-08-06,2026-06-10T14:12:09.528971+00:00
v21,B,6,claude-sonnet-4-5,claude-sonnet-4-5-20250929,2026-06-10T14:12:12.129867+00:00
v21,B,7,models/gemini-2.5-flash,gemini-2.5-flash,2026-06-10T14:12:12.247626+00:00
v21,B,8,claude-sonnet-4-5,claude-sonnet-4-5-20250929,2026-06-10T14:12:12.375159+00:00
v21,B,9,claude-opus-4-5,claude-opus-4-5-20251101,2026-06-10T14:12:12.500354+00:00
v21,B,10,gpt-4o-mini,gpt-4o-mini-2024-07-18,2026-06-10T14:12:12.636785+00:00
v21,B,11,models/gemini-2.5-flash-lite,gemini-2.5-flash-lite,2026-06-10T14:12:17.824187+00:00
v21,B,12,claude-sonnet-4-5,claude-sonnet-4-5-20250929,2026-06-10T14:12:21.509468+00:00
v21,B,13,models/gemini-2.5-flash,gemini-2.5-flash,2026-06-10T14:12:21.622718+00:00
v21,B,14,gpt-4o,gpt-4o-2024-08-06,2026-06-10T14:12:23.054901+00:00
v21,B,15,gpt-4o-mini,gpt-4o-mini-2024-07-18,2026-06-10T14:12:26.653257+00:00
v21,B,16,claude-sonnet-4-5,claude-sonnet-4-5-20250929,2026-06-10T14:12:29.808680+00:00
v21,B,17,models/gemini-2.5-flash-lite,gemini-2.5-flash-lite,2026-06-10T14:12:30.252109+00:00
v21,B,18,claude-opus-4-5,claude-opus-4-5-20251101,2026-06-10T14:12:31.526664+00:00
v21,B,19,gpt-4o,gpt-4o-2024-08-06,2026-06-10T14:12:32.875322+00:00
v21,B,20,claude-opus-4-5,claude-opus-4-5-20251101,2026-06-10T14:12:33.487938+00:00
v21,B,21,gpt-4o-mini,gpt-4o-mini-2024-07-18,2026-06-10T14:12:33.489833+00:00
v21,B,22,models/gemini-2.5-flash-lite,gemini-2.5-flash-lite,2026-06-10T14:12:35.560554+00:00
v21,B,23,models/gemini-2.5-flash,gemini-2.5-flash,2026-06-10T14:12:35.564271+00:00
v21,B,24,claude-opus-4-5,claude-opus-4-5-20251101,2026-06-10T14:12:37.772548+00:00
v21,B,25,gpt-4o,gpt-4o-2024-08-06,2026-06-10T14:12:39.939284+00:00
v21,B,26,models/gemini-2.5-flash,gemini-2.5-flash,2026-06-10T14:12:40.556590+00:00
v21,B,27,models/gemini-2.5-flash-lite,gemini-2.5-flash-lite,2026-06-10T14:12:42.648504+00:00
v21,B,28,claude-sonnet-4-5,claude-sonnet-4-5-20250929,2026-06-10T14:12:43.933227+00:00
v21,B,29,models/gemini-2.5-flash,gemini-2.5-flash,2026-06-10T14:12:45.775033+00:00
v21,B,30,gpt-4o-mini,gpt-4o-mini-2024-07-18,2026-06-10T14:12:47.904791+00:00
v21,B,31,claude-opus-4-5,claude-opus-4-5-20251101,2026-06-10T14:12:47.905701+00:00
v21,B,32,gpt-4o,gpt-4o-2024-08-06,2026-06-10T14:12:49.772852+00:00
v21,B,33,models/gemini-2.5-flash-lite,gemini-2.5-flash-lite,2026-06-10T14:12:51.924621+00:00
v21,B,34,gpt-4o-mini,gpt-4o-mini-2024-07-18,2026-06-10T14:12:56.582564+00:00
v21,B,35,claude-sonnet-4-5,claude-sonnet-4-5-20250929,2026-06-10T14:12:56.597399+00:00
v21,B,36,models/gemini-2.5-flash,gemini-2.5-flash,2026-06-10T14:12:57.479036+00:00
v22,A,1,models/gemini-2.5-flash-lite,gemini-2.5-flash-lite,2026-06-10T14:15:43.329102+00:00
v22,A,2,gpt-4o-mini,gpt-4o-mini-2024-07-18,2026-06-10T14:15:43.610134+00:00
v22,A,3,gpt-4o,gpt-4o-2024-08-06,2026-06-10T14:15:43.611385+00:00
v22,A,4,gpt-4o,gpt-4o-2024-08-06,2026-06-10T14:15:44.231661+00:00
v22,A,5,claude-sonnet-4-5,claude-sonnet-4-5-20250929,2026-06-10T14:15:44.232967+00:00
v22,A,6,models/gemini-2.5-flash,gemini-2.5-flash,2026-06-10T14:15:44.819043+00:00
v22,A,7,gpt-4o-mini,gpt-4o-mini-2024-07-18,2026-06-10T14:15:44.819899+00:00
v22,A,8,claude-opus-4-5,claude-opus-4-5-20251101,2026-06-10T14:15:44.921278+00:00
v22,A,9,models/gemini-2.5-flash-lite,gemini-2.5-flash-lite,2026-06-10T14:15:45.437206+00:00
v22,A,10,claude-sonnet-4-5,claude-sonnet-4-5-20250929,2026-06-10T14:15:45.445607+00:00
v22,A,11,models/gemini-2.5-flash,gemini-2.5-flash,2026-06-10T14:15:46.050434+00:00
v22,A,12,gpt-4o,gpt-4o-2024-08-06,2026-06-10T14:15:46.052068+00:00
v22,A,13,gpt-4o-mini,gpt-4o-mini-2024-07-18,2026-06-10T14:15:46.078952+00:00
v22,A,14,models/gemini-2.5-flash-lite,gemini-2.5-flash-lite,2026-06-10T14:15:46.664350+00:00
v22,A,15,claude-opus-4-5,claude-opus-4-5-20251101,2026-06-10T14:15:46.676491+00:00
v22,A,16,models/gemini-2.5-flash,gemini-2.5-flash,2026-06-10T14:15:47.490980+00:00
v22,A,17,gpt-4o,gpt-4o-2024-08-06,2026-06-10T14:15:47.494487+00:00
v22,A,18,gpt-4o-mini,gpt-4o-mini-2024-07-18,2026-06-10T14:15:48.815958+00:00
v22,A,19,claude-sonnet-4-5,claude-sonnet-4-5-20250929,2026-06-10T14:15:49.122049+00:00
v22,A,20,models/gemini-2.5-flash-lite,gemini-2.5-flash-lite,2026-06-10T14:15:49.172413+00:00
v22,A,21,models/gemini-2.5-flash,gemini-2.5-flash,2026-06-10T14:15:49.876178+00:00
v22,A,22,claude-sonnet-4-5,claude-sonnet-4-5-20250929,2026-06-10T14:15:50.660915+00:00
v22,A,23,claude-opus-4-5,claude-opus-4-5-20251101,2026-06-10T14:15:50.662465+00:00
v22,A,24,gpt-4o,gpt-4o-2024-08-06,2026-06-10T14:15:50.663476+00:00
v22,A,25,claude-sonnet-4-5,claude-sonnet-4-5-20250929,2026-06-10T14:15:50.862442+00:00
v22,A,26,models/gemini-2.5-flash-lite,gemini-2.5-flash-lite,2026-06-10T14:15:51.090491+00:00
v22,A,27,gpt-4o-mini,gpt-4o-mini-2024-07-18,2026-06-10T14:15:51.231735+00:00
v22,A,28,gpt-4o,gpt-4o-2024-08-06,2026-06-10T14:15:51.654530+00:00
v22,A,29,claude-sonnet-4-5,claude-sonnet-4-5-20250929,2026-06-10T14:15:52.196920+00:00
v22,A,30,claude-opus-4-5,claude-opus-4-5-20251101,2026-06-10T14:15:52.198762+00:00
v22,A,31,claude-opus-4-5,claude-opus-4-5-20251101,2026-06-10T14:15:52.308411+00:00
v22,A,32,models/gemini-2.5-flash,gemini-2.5-flash,2026-06-10T14:15:52.493656+00:00
v22,A,33,gpt-4o-mini,gpt-4o-mini-2024-07-18,2026-06-10T14:15:52.497494+00:00
v22,A,34,models/gemini-2.5-flash-lite,gemini-2.5-flash-lite,2026-06-10T14:15:52.556187+00:00
v22,A,35,gpt-4o-mini,gpt-4o-mini-2024-07-18,2026-06-10T14:15:53.223551+00:00
v22,A,36,models/gemini-2.5-flash,gemini-2.5-flash,2026-06-10T14:15:54.269480+00:00
v22,A,37,models/gemini-2.5-flash-lite,gemini-2.5-flash-lite,2026-06-10T14:15:54.704540+00:00
v22,A,38,models/gemini-2.5-flash,gemini-2.5-flash,2026-06-10T14:15:54.880224+00:00
v22,A,39,gpt-4o,gpt-4o-2024-08-06,2026-06-10T14:15:55.573939+00:00
v22,A,40,gpt-4o,gpt-4o-2024-08-06,2026-06-10T14:15:56.132322+00:00
v22,A,41,claude-opus-4-5,claude-opus-4-5-20251101,2026-06-10T14:15:56.134935+00:00
v22,A,42,gpt-4o-mini,gpt-4o-mini-2024-07-18,2026-06-10T14:15:56.804107+00:00
v22,A,43,models/gemini-2.5-flash-lite,gemini-2.5-flash-lite,2026-06-10T14:15:57.154203+00:00
v22,A,44,models/gemini-2.5-flash,gemini-2.5-flash,2026-06-10T14:15:58.952468+00:00
v22,A,45,claude-opus-4-5,claude-opus-4-5-20251101,2026-06-10T14:15:59.235082+00:00
v22,A,46,claude-opus-4-5,claude-opus-4-5-20251101,2026-06-10T14:15:59.473740+00:00
v22,A,47,gpt-4o-mini,gpt-4o-mini-2024-07-18,2026-06-10T14:16:00.181042+00:00
v22,A,48,gpt-4o,gpt-4o-2024-08-06,2026-06-10T14:16:00.182173+00:00
v22,A,49,models/gemini-2.5-flash-lite,gemini-2.5-flash-lite,2026-06-10T14:16:00.795621+00:00
v22,A,50,claude-sonnet-4-5,claude-sonnet-4-5-20250929,2026-06-10T14:16:00.797364+00:00
v22,A,51,claude-sonnet-4-5,claude-sonnet-4-5-20250929,2026-06-10T14:16:01.037472+00:00
v22,A,52,gpt-4o,gpt-4o-2024-08-06,2026-06-10T14:16:02.023324+00:00
v22,A,53,claude-sonnet-4-5,claude-sonnet-4-5-20250929,2026-06-10T14:16:02.643596+00:00
v22,A,54,gpt-4o-mini,gpt-4o-mini-2024-07-18,2026-06-10T14:16:02.645275+00:00
v22,A,55,claude-opus-4-5,claude-opus-4-5-20251101,2026-06-10T14:16:02.646187+00:00
v22,A,56,models/gemini-2.5-flash,gemini-2.5-flash,2026-06-10T14:16:02.771071+00:00
v22,A,57,models/gemini-2.5-flash-lite,gemini-2.5-flash-lite,2026-06-10T14:16:02.989082+00:00
v22,A,58,claude-opus-4-5,claude-opus-4-5-20251101,2026-06-10T14:16:03.086562+00:00
v22,A,59,gpt-4o-mini,gpt-4o-mini-2024-07-18,2026-06-10T14:16:03.867652+00:00
v22,A,60,gpt-4o,gpt-4o-2024-08-06,2026-06-10T14:16:03.869208+00:00
v22,A,61,claude-sonnet-4-5,claude-sonnet-4-5-20250929,2026-06-10T14:16:03.870108+00:00
v22,A,62,models/gemini-2.5-flash-lite,gemini-2.5-flash-lite,2026-06-10T14:16:04.792408+00:00
v22,A,63,claude-opus-4-5,claude-opus-4-5-20251101,2026-06-10T14:16:04.795736+00:00
v22,A,64,models/gemini-2.5-flash,gemini-2.5-flash,2026-06-10T14:16:04.904854+00:00
v22,A,65,gpt-4o,gpt-4o-2024-08-06,2026-06-10T14:16:05.405276+00:00
v22,A,66,gpt-4o-mini,gpt-4o-mini-2024-07-18,2026-06-10T14:16:05.447219+00:00
v22,A,67,models/gemini-2.5-flash-lite,gemini-2.5-flash-lite,2026-06-10T14:16:06.016997+00:00
v22,A,68,models/gemini-2.5-flash,gemini-2.5-flash,2026-06-10T14:16:06.145778+00:00
v22,A,69,claude-sonnet-4-5,claude-sonnet-4-5-20250929,2026-06-10T14:16:07.829413+00:00
v22,A,70,gpt-4o,gpt-4o-2024-08-06,2026-06-10T14:16:08.476988+00:00
v22,A,71,claude-sonnet-4-5,claude-sonnet-4-5-20250929,2026-06-10T14:16:09.096283+00:00
v22,A,72,gpt-4o-mini,gpt-4o-mini-2024-07-18,2026-06-10T14:16:09.097905+00:00
v22,A,73,models/gemini-2.5-flash,gemini-2.5-flash,2026-06-10T14:16:09.702584+00:00
v22,A,74,models/gemini-2.5-flash-lite,gemini-2.5-flash-lite,2026-06-10T14:16:09.705303+00:00
v22,A,75,models/gemini-2.5-flash,gemini-2.5-flash,2026-06-10T14:16:10.934470+00:00
v22,A,76,claude-opus-4-5,claude-opus-4-5-20251101,2026-06-10T14:16:10.935808+00:00
v22,A,77,claude-opus-4-5,claude-opus-4-5-20251101,2026-06-10T14:16:10.937004+00:00
v22,A,78,gpt-4o-mini,gpt-4o-mini-2024-07-18,2026-06-10T14:16:11.855838+00:00
v22,A,79,gpt-4o,gpt-4o-2024-08-06,2026-06-10T14:16:11.857020+00:00
v22,A,80,models/gemini-2.5-flash-lite,gemini-2.5-flash-lite,2026-06-10T14:16:12.431794+00:00
v22,A,81,models/gemini-2.5-flash,gemini-2.5-flash,2026-06-10T14:16:12.911161+00:00
v22,A,82,claude-sonnet-4-5,claude-sonnet-4-5-20250929,2026-06-10T14:16:13.060282+00:00
v22,A,83,claude-opus-4-5,claude-opus-4-5-20251101,2026-06-10T14:16:13.067990+00:00
v22,A,84,gpt-4o,gpt-4o-2024-08-06,2026-06-10T14:16:13.349971+00:00
v22,A,85,claude-opus-4-5,claude-opus-4-5-20251101,2026-06-10T14:16:13.465346+00:00
v22,A,86,gpt-4o-mini,gpt-4o-mini-2024-07-18,2026-06-10T14:16:13.589945+00:00
v22,A,87,models/gemini-2.5-flash-lite,gemini-2.5-flash-lite,2026-06-10T14:16:13.711474+00:00
v22,A,88,gpt-4o,gpt-4o-2024-08-06,2026-06-10T14:16:14.366044+00:00
v22,A,89,models/gemini-2.5-flash,gemini-2.5-flash,2026-06-10T14:16:14.496570+00:00
v22,A,90,gpt-4o-mini,gpt-4o-mini-2024-07-18,2026-06-10T14:16:15.541544+00:00
v22,A,91,models/gemini-2.5-flash-lite,gemini-2.5-flash-lite,2026-06-10T14:16:16.155186+00:00
v22,A,92,models/gemini-2.5-flash,gemini-2.5-flash,2026-06-10T14:16:16.157596+00:00
v22,A,93,claude-sonnet-4-5,claude-sonnet-4-5-20250929,2026-06-10T14:16:16.401080+00:00
v22,A,94,gpt-4o,gpt-4o-2024-08-06,2026-06-10T14:16:16.873200+00:00
v22,A,95,gpt-4o-mini,gpt-4o-mini-2024-07-18,2026-06-10T14:16:17.871341+00:00
v22,A,96,claude-sonnet-4-5,claude-sonnet-4-5-20250929,2026-06-10T14:16:18.919176+00:00
v22,A,97,models/gemini-2.5-flash-lite,gemini-2.5-flash-lite,2026-06-10T14:16:19.534423+00:00
v22,A,98,claude-opus-4-5,claude-opus-4-5-20251101,2026-06-10T14:16:19.606680+00:00
v22,A,99,models/gemini-2.5-flash,gemini-2.5-flash,2026-06-10T14:16:19.627222+00:00
v22,A,100,claude-sonnet-4-5,claude-sonnet-4-5-20250929,2026-06-10T14:16:20.400039+00:00
v22,A,101,gpt-4o,gpt-4o-2024-08-06,2026-06-10T14:16:20.401605+00:00
v22,A,102,claude-sonnet-4-5,claude-sonnet-4-5-20250929,2026-06-10T14:16:20.402850+00:00
v22,A,103,models/gemini-2.5-flash-lite,gemini-2.5-flash-lite,2026-06-10T14:16:21.071804+00:00
v22,A,104,gpt-4o-mini,gpt-4o-mini-2024-07-18,2026-06-10T14:16:21.075147+00:00
v22,A,105,models/gemini-2.5-flash,gemini-2.5-flash,2026-06-10T14:16:21.682701+00:00
v22,A,106,gpt-4o,gpt-4o-2024-08-06,2026-06-10T14:16:22.208194+00:00
v22,A,107,gpt-4o-mini,gpt-4o-mini-2024-07-18,2026-06-10T14:16:22.913409+00:00
v22,A,108,claude-opus-4-5,claude-opus-4-5-20251101,2026-06-10T14:16:23.477565+00:00
v22,A,109,models/gemini-2.5-flash-lite,gemini-2.5-flash-lite,2026-06-10T14:16:24.141351+00:00
v22,A,110,models/gemini-2.5-flash,gemini-2.5-flash,2026-06-10T14:16:24.369821+00:00
v22,A,111,claude-sonnet-4-5,claude-sonnet-4-5-20250929,2026-06-10T14:16:28.447697+00:00
v22,A,112,gpt-4o,gpt-4o-2024-08-06,2026-06-10T14:16:29.368222+00:00
v22,A,113,claude-sonnet-4-5,claude-sonnet-4-5-20250929,2026-06-10T14:16:30.289081+00:00
v22,A,114,gpt-4o-mini,gpt-4o-mini-2024-07-18,2026-06-10T14:16:30.680644+00:00
v22,A,115,models/gemini-2.5-flash-lite,gemini-2.5-flash-lite,2026-06-10T14:16:31.206837+00:00
v22,A,116,claude-opus-4-5,claude-opus-4-5-20251101,2026-06-10T14:16:31.824304+00:00
v22,A,117,claude-opus-4-5,claude-opus-4-5-20251101,2026-06-10T14:16:31.827104+00:00
v22,A,118,models/gemini-2.5-flash,gemini-2.5-flash,2026-06-10T14:16:32.125289+00:00
v22,A,119,gpt-4o,gpt-4o-2024-08-06,2026-06-10T14:16:32.330786+00:00
v22,A,120,claude-sonnet-4-5,claude-sonnet-4-5-20250929,2026-06-10T14:16:32.644654+00:00
v22,A,121,claude-opus-4-5,claude-opus-4-5-20251101,2026-06-10T14:16:32.945275+00:00
v22,A,122,models/gemini-2.5-flash-lite,gemini-2.5-flash-lite,2026-06-10T14:16:33.356121+00:00
v22,A,123,claude-sonnet-4-5,claude-sonnet-4-5-20250929,2026-06-10T14:16:33.394890+00:00
v22,A,124,gpt-4o,gpt-4o-2024-08-06,2026-06-10T14:16:34.282251+00:00
v22,A,125,gpt-4o-mini,gpt-4o-mini-2024-07-18,2026-06-10T14:16:34.284522+00:00
v22,A,126,gpt-4o-mini,gpt-4o-mini-2024-07-18,2026-06-10T14:16:34.838697+00:00
v22,A,127,models/gemini-2.5-flash,gemini-2.5-flash,2026-06-10T14:16:35.508190+00:00
v22,A,128,models/gemini-2.5-flash-lite,gemini-2.5-flash-lite,2026-06-10T14:16:35.511655+00:00
v22,A,129,claude-sonnet-4-5,claude-sonnet-4-5-20250929,2026-06-10T14:16:37.050559+00:00
v22,A,130,gpt-4o,gpt-4o-2024-08-06,2026-06-10T14:16:37.670433+00:00
v22,A,131,models/gemini-2.5-flash,gemini-2.5-flash,2026-06-10T14:16:37.787956+00:00
v22,A,132,gpt-4o-mini,gpt-4o-mini-2024-07-18,2026-06-10T14:16:38.203686+00:00
v22,A,133,models/gemini-2.5-flash-lite,gemini-2.5-flash-lite,2026-06-10T14:16:38.886349+00:00
v22,A,134,claude-sonnet-4-5,claude-sonnet-4-5-20250929,2026-06-10T14:16:39.535448+00:00
v22,A,135,claude-opus-4-5,claude-opus-4-5-20251101,2026-06-10T14:16:40.731084+00:00
v22,A,136,models/gemini-2.5-flash,gemini-2.5-flash,2026-06-10T14:16:40.763985+00:00
v22,A,137,claude-opus-4-5,claude-opus-4-5-20251101,2026-06-10T14:16:41.344934+00:00
v22,A,138,gpt-4o,gpt-4o-2024-08-06,2026-06-10T14:16:41.346327+00:00
v22,A,139,models/gemini-2.5-flash-lite,gemini-2.5-flash-lite,2026-06-10T14:16:41.957642+00:00
v22,A,140,gpt-4o-mini,gpt-4o-mini-2024-07-18,2026-06-10T14:16:41.958941+00:00
v22,A,141,models/gemini-2.5-flash,gemini-2.5-flash,2026-06-10T14:16:43.802281+00:00
v22,A,142,claude-opus-4-5,claude-opus-4-5-20251101,2026-06-10T14:16:45.341098+00:00
v22,A,143,claude-opus-4-5,claude-opus-4-5-20251101,2026-06-10T14:16:48.727189+00:00
v22,A,144,claude-sonnet-4-5,claude-sonnet-4-5-20250929,2026-06-10T14:16:50.255322+00:00
v22,B,1,models/gemini-2.5-flash-lite,gemini-2.5-flash-lite,2026-06-10T14:16:56.090841+00:00
v22,B,2,gpt-4o-mini,gpt-4o-mini-2024-07-18,2026-06-10T14:16:58.564773+00:00
v22,B,3,gpt-4o,gpt-4o-2024-08-06,2026-06-10T14:17:00.400344+00:00
v22,B,4,gpt-4o,gpt-4o-2024-08-06,2026-06-10T14:17:04.154941+00:00
v22,B,5,models/gemini-2.5-flash,gemini-2.5-flash,2026-06-10T14:17:06.232376+00:00
v22,B,6,claude-opus-4-5,claude-opus-4-5-20251101,2026-06-10T14:17:06.849983+00:00
v22,B,7,claude-sonnet-4-5,claude-sonnet-4-5-20250929,2026-06-10T14:17:07.455261+00:00
v22,B,8,gpt-4o-mini,gpt-4o-mini-2024-07-18,2026-06-10T14:17:08.747990+00:00
v22,B,9,models/gemini-2.5-flash-lite,gemini-2.5-flash-lite,2026-06-10T14:17:10.406052+00:00
v22,B,10,claude-sonnet-4-5,claude-sonnet-4-5-20250929,2026-06-10T14:17:11.146428+00:00
v22,B,11,claude-opus-4-5,claude-opus-4-5-20251101,2026-06-10T14:17:11.149229+00:00
v22,B,12,gpt-4o,gpt-4o-2024-08-06,2026-06-10T14:17:15.752819+00:00
v22,B,13,models/gemini-2.5-flash,gemini-2.5-flash,2026-06-10T14:17:17.639404+00:00
v22,B,14,models/gemini-2.5-flash-lite,gemini-2.5-flash-lite,2026-06-10T14:17:20.357804+00:00
v22,B,15,claude-opus-4-5,claude-opus-4-5-20251101,2026-06-10T14:17:22.511156+00:00
v22,B,16,claude-sonnet-4-5,claude-sonnet-4-5-20250929,2026-06-10T14:17:23.318685+00:00
v22,B,17,gpt-4o-mini,gpt-4o-mini-2024-07-18,2026-06-10T14:17:26.040948+00:00
v22,B,18,models/gemini-2.5-flash,gemini-2.5-flash,2026-06-10T14:17:26.186512+00:00
v22,B,19,gpt-4o,gpt-4o-2024-08-06,2026-06-10T14:17:27.926090+00:00
v22,B,20,gpt-4o-mini,gpt-4o-mini-2024-07-18,2026-06-10T14:17:28.214905+00:00
v22,B,21,claude-opus-4-5,claude-opus-4-5-20251101,2026-06-10T14:17:28.499839+00:00
v22,B,22,claude-sonnet-4-5,claude-sonnet-4-5-20250929,2026-06-10T14:17:31.489333+00:00
v22,B,23,models/gemini-2.5-flash-lite,gemini-2.5-flash-lite,2026-06-10T14:17:32.905627+00:00
v22,B,24,claude-opus-4-5,claude-opus-4-5-20251101,2026-06-10T14:17:32.975994+00:00
v22,B,25,gpt-4o-mini,gpt-4o-mini-2024-07-18,2026-06-10T14:17:34.493961+00:00
